Player_Id,COUNTRY_ID,Matches,Bat_Innings,Bowl_Innings,Not_Outs,Runs_Scored,Highest_Score,Hundreds,Fifties,Ducks,Fours,Sixes,Maidens,Runs_Conceded,Wickets,BBI,Four_Wkt_Hauls,Five_Wkt_Hauls,Catches,Stumpings,COUNTRY_NAME,Player_Name,T20_BOWLING.Bowl_Avg,T20_BOWLING.Economy_Rate,T20_BOWLING.Overs,T20_BOWLING.SR,T20_FIELDING.Dissmissals,T20_FIELDING.Field_Innings,T20_FIELDING.Matches
314,SA,12,2,12,2,17,9*,0,0,0,1,1,0,261,21,4\21,1,0,3,0,South Africa,Imran Tahir,12.42,5.8,45,12.8,3,12,12
315,SA,8,7,1,3,203,89*,0,1,0,17,10,0,5,0,0,0,0,3,0,South Africa,JM Kemp,0,5,1,0,3,8,8
316,SA,10,3,10,3,8,6*,0,0,0,0,0,0,289,16,5\19,0,1,3,0,South Africa,R McLaren,18.06,7.25,39.5,14.9,3,10,10
317,SA,28,8,27,5,102,29*,0,0,0,9,3,2,690,29,4\13,1,0,3,0,South Africa,WD Parnell,23.79,7.99,86.2,17.8,3,28,28
318,SA,9,9,0,1,210,78,0,1,1,23,7,0,0,0,0,0,0,2,0,South Africa,CA Ingram,0,0,0,0,2,9,9
319,SA,2,1,2,0,0,0,0,0,1,0,0,0,54,4,2\19,0,0,2,0,South Africa,CH Morris,13.5,7.04,7.4,11.5,2,2,2
320,SA,10,4,10,2,10,5,0,0,1,2,0,0,298,6,2\22,0,0,2,0,South Africa,M Ntini,49.66,9.31,32,32,2,10,10
321,SA,12,9,11,2,86,36*,0,0,3,4,4,1,309,15,3\28,0,0,2,0,South Africa,SM Pollock,20.6,7.62,40.3,16.2,2,12,12
322,SA,9,3,9,3,32,31*,0,0,0,3,1,0,261,12,4\27,1,0,2,0,South Africa,J Theron,21.75,8.07,32.2,16.1,2,9,9
323,SA,3,2,0,0,68,67,0,1,0,5,5,0,0,0,0,0,0,2,0,South Africa,MN van Wyk,0,0,0,0,2,3,3
324,SA,4,2,4,2,10,7*,0,0,0,0,0,0,81,3,2\24,0,0,2,0,South Africa,D Wiese,27,6.75,12,24,2,4,4
325,SA,2,1,2,0,2,2,0,0,0,0,0,0,46,2,1\5,0,0,1,0,South Africa,KJ Abbott,23,9.2,5,15,1,2,2
326,SA,14,14,0,1,323,94,0,3,2,27,20,0,0,0,0,0,0,1,0,South Africa,LE Bosman,0,0,0,0,1,14,14
327,SA,6,3,6,2,25,22,0,0,0,1,3,1,173,9,3\18,0,0,1,0,South Africa,RK Kleinveldt,19.22,8.5,20.2,13.5,1,6,6
328,SA,9,3,9,2,4,2*,0,0,0,0,0,0,241,17,4\19,1,0,1,0,South Africa,CK Langeveldt,14.17,7.3,33,11.6,1,9,9
329,SA,2,1,2,1,0,0*,0,0,0,0,0,0,42,2,2\19,0,0,1,0,South Africa,A Nel,21,5.25,8,24,1,2,2
330,SA,2,2,0,0,14,8,0,0,0,1,0,0,0,0,0,0,0,1,0,South Africa,AN Petersen,0,0,0,0,1,2,2
331,SA,7,4,6,0,14,6,0,0,0,0,0,0,114,4,2\23,0,0,1,0,South Africa,VD Philander,28.5,8.24,13.5,20.7,1,7,7
332,SA,23,3,23,2,2,1*,0,0,0,0,0,2,541,18,3\16,0,0,1,0,South Africa,LL Tsotsobe,30.05,6.93,78,26,1,23,23
333,SA,2,0,2,0,0,0,0,0,0,0,0,0,44,2,1\16,0,0,0,0,South Africa,YA Abdulla,22,6.28,7,21,0,2,2
334,SA,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,GH Bodi,0,0,0,0,0,1,1
335,SA,1,0,1,0,0,0,0,0,0,0,0,0,27,1,1\27,0,0,0,0,South Africa,N Boje,27,6.75,4,24,0,1,1
336,SA,9,9,2,0,161,68,0,2,2,18,4,0,13,1,1\6,0,0,0,0,South Africa,H Davids,13,6.5,2,12,0,9,9
337,SA,2,0,2,0,0,0,0,0,0,0,0,0,79,3,2\36,0,0,0,0,South Africa,M de Lange,26.33,9.87,8,16,0,2,2
338,SA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,HH Dippenaar,0,0,0,0,0,1,1
339,SA,2,1,2,0,11,11,0,0,0,1,0,0,60,3,3\22,0,0,0,0,South Africa,AJ Hall,20,7.5,8,16,0,2,2
340,SA,1,1,1,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,South Africa,T Henderson,0,7.75,4,0,0,1,1
341,SA,5,2,5,1,15,12*,0,0,0,0,1,0,149,5,2\31,0,0,0,0,South Africa,BE Hendricks,29.8,8.94,16.4,20,0,5,5
342,SA,1,1,1,0,3,3,0,0,0,0,0,0,29,0,0,0,0,0,0,South Africa,GJP Kruger,0,7.25,4,0,0,1,1
343,SA,2,1,2,1,1,1*,0,0,0,0,0,0,54,2,2\36,0,0,0,0,South Africa,J Louw,27,7.71,7,21,0,2,2
344,SA,2,1,0,1,7,7*,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,ND McKenzie,0,0,0,0,0,2,2
345,SA,3,0,3,0,0,0,0,0,0,0,0,0,100,4,3\25,0,0,0,0,South Africa,AM Phangiso,25,9.09,11,16.5,0,3,3
346,SA,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,AG Prince,0,0,0,0,0,1,1
347,SA,1,1,0,1,6,6*,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,JA Rudolph,0,0,0,0,0,1,1
348,SA,3,1,3,1,5,5*,0,0,0,0,0,0,90,2,1\22,0,0,0,0,South Africa,R Telemachus,45,7.5,12,36,0,3,3
349,SA,1,0,1,0,0,0,0,0,0,0,0,0,25,3,3\25,0,0,0,0,South Africa,AC Thomas,8.33,6.25,4,8,0,1,1
350,SA,8,4,8,1,46,21,0,0,0,3,1,0,231,8,2\31,0,0,0,0,South Africa,JJ van der Wath,28.87,7.45,31,23.2,0,8,8
351,SA,3,3,0,0,15,12,0,0,1,0,0,0,0,0,0,0,0,0,0,South Africa,VB van Jaarsveld,0,0,0,0,0,3,3
352,SA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,DJ Vilas,0,0,0,0,0,1,1
353,SA,1,1,1,0,0,0,0,0,1,0,0,0,41,1,1\41,0,0,0,0,South Africa,M Zondeki,41,13.66,3,18,0,1,1
354,SL,56,53,0,9,1382,78,0,8,2,139,20,0,0,0,0,0,0,25,20,Sri Lanka,KC Sangakkara,0,0,0,0,45,56,56
355,SL,61,60,20,10,1452,104*,1,9,8,168,27,0,274,6,2\4,0,0,29,2,Sri Lanka,TM Dilshan,45.66,7.61,36,36,31,61,61
356,SL,55,55,1,8,1493,100,1,9,4,173,33,0,8,0,0,0,0,17,0,Sri Lanka,DPMD Jayawardene,0,8,1,0,17,55,55
357,SL,53,39,43,13,661,58,0,2,0,44,17,4,823,30,3\16,0,0,16,0,Sri Lanka,AD Mathews,27.43,6.77,121.3,24.3,16,53,53
358,SL,56,17,56,7,69,27,0,0,4,3,3,0,1407,65,5\31,0,1,14,0,Sri Lanka,SL Malinga,21.64,7.25,193.5,17.8,14,56,56
359,SL,37,30,27,17,417,35*,0,0,3,29,21,0,580,22,2\19,0,0,13,0,Sri Lanka,NLTC Perera,26.36,8.44,68.4,18.7,13,37,37
360,SL,26,20,0,0,266,56,0,1,0,23,3,0,0,0,0,0,0,12,0,Sri Lanka,LD Chandimal,0,0,0,0,12,26,26
361,SL,40,19,40,5,139,31,0,0,3,7,6,5,1001,45,4\32,1,0,12,0,Sri Lanka,KMDN Kulasekara,22.24,7.19,139.1,18.5,12,40,40
362,SL,16,15,2,4,238,46*,0,0,2,21,8,0,17,1,1\9,0,0,9,0,Sri Lanka,J Mubarak,17,12.75,1.2,8,9,16,16
363,SL,21,18,0,3,295,47,0,0,0,25,11,0,0,0,0,0,0,7,0,Sri Lanka,CK Kapugedera,0,0,0,0,7,21,21
364,SL,39,8,39,5,8,4*,0,0,0,1,0,5,952,66,6\8,3,2,6,0,Sri Lanka,BAW Mendis,14.42,6.45,147.3,13.4,6,39,39
365,SL,21,15,0,2,237,44,0,0,0,22,4,0,0,0,0,0,0,6,0,Sri Lanka,HDRL Thirimanne,0,0,0,0,6,21,21
366,SL,16,15,2,2,175,38,0,0,0,19,3,0,15,1,1\4,0,0,5,0,Sri Lanka,LPC Silva,15,5,3,18,5,16,16
367,SL,31,30,24,3,629,88,0,4,4,76,23,0,456,19,3\21,0,0,4,0,Sri Lanka,ST Jayasuriya,24,7.37,61.5,19.5,4,31,31
368,SL,5,4,0,0,13,10,0,0,1,0,0,0,0,0,0,0,0,4,0,Sri Lanka,SHT Kandamby,0,0,0,0,4,5,5
369,SL,16,12,8,3,197,43*,0,0,1,18,5,0,116,6,3\24,0,0,4,0,Sri Lanka,BMAJ Mendis,19.33,6.44,18,18,4,16,16
370,SL,17,17,0,0,511,84,0,5,0,48,21,0,0,0,0,0,0,4,0,Sri Lanka,MDKJ Perera,0,0,0,0,4,17,17
371,SL,5,5,5,2,49,20*,0,0,0,4,1,0,126,4,4\19,1,0,4,0,Sri Lanka,K Weeraratne,31.5,8.4,15,22.5,4,5,5
372,SL,17,6,17,2,24,21,0,0,2,4,0,3,457,18,3\19,0,0,3,0,Sri Lanka,CRD Fernando,25.38,7.49,61,20.3,3,17,17
373,SL,2,2,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,2,0,Sri Lanka,HGJM Kulatunga,0,0,0,0,2,2,2
374,SL,7,4,7,1,23,13*,0,0,1,0,1,0,173,7,2\18,0,0,2,0,Sri Lanka,MF Maharoof,24.71,7.2,24,20.5,2,7,7
375,SL,16,7,15,4,32,17,0,0,1,2,1,0,274,18,3\14,0,0,2,0,Sri Lanka,SMSM Senanayake,15.22,5.26,52,17.3,2,16,16
376,SL,6,2,6,0,4,3,0,0,0,0,0,0,179,7,2\37,0,0,2,0,Sri Lanka,T Thushara,25.57,8.13,22,18.8,2,6,6
377,SL,4,3,4,1,12,7,0,0,0,0,0,0,96,4,3\32,0,0,1,0,Sri Lanka,HMCM Bandara,24,6.85,14,21,1,4,4
378,SL,5,1,5,1,0,0*,0,0,0,0,0,0,95,7,2\9,0,0,1,0,Sri Lanka,A Dananjaya,13.57,6.78,14,12,1,5,5
379,SL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Sri Lanka,SI de Saram,0,0,0,0,1,1,1
380,SL,3,1,3,0,6,6,0,0,0,1,0,0,90,3,2\30,0,0,1,0,Sri Lanka,RMS Eranga,30,8.18,11,22,1,3,3
381,SL,2,2,2,0,11,11,0,0,1,1,0,0,48,2,2\31,0,0,1,0,Sri Lanka,KS Lokuarachchi,24,8,6,18,1,2,2
382,SL,4,4,0,1,39,17,0,0,0,5,0,0,0,0,0,0,0,1,0,Sri Lanka,EMDY Munaweera,0,0,0,0,1,4,4
383,SL,12,2,12,0,1,1,0,0,1,0,0,0,297,13,3\29,0,0,1,0,Sri Lanka,M Muralitharan,22.84,6.31,47,21.6,1,12,12
384,SL,2,1,1,0,4,4,0,0,0,0,0,0,17,0,0,0,0,1,0,Sri Lanka,AK Perera,0,17,1,0,1,2,2
385,SL,3,3,3,1,31,21,0,0,0,2,2,0,66,3,2\45,0,0,1,0,Sri Lanka,S Prasanna,22,11,6,12,1,3,3
386,SL,1,0,1,0,0,0,0,0,0,0,0,0,27,1,1\27,0,0,1,0,Sri Lanka,M Pushpakumara,27,9,3,18,1,1,1
387,SL,2,2,0,0,33,18,0,0,0,2,0,0,0,0,0,0,0,1,0,Sri Lanka,RJMGM Rupasinghe,0,0,0,0,1,2,2
388,SL,10,10,0,0,131,37,0,0,2,12,3,0,0,0,0,0,0,1,0,Sri Lanka,WU Tharanga,0,0,0,0,1,10,10
389,SL,6,2,6,1,2,1*,0,0,0,0,0,1,182,5,2\17,0,0,1,0,Sri Lanka,I Udana,36.4,8.27,22,26.4,1,6,6
390,SL,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,RP Arnold,0,0,0,0,0,1,1
391,SL,2,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,MS Atapattu,0,0,0,0,0,2,2
392,SL,2,1,2,1,18,18*,0,0,0,0,1,0,30,2,2\6,0,0,0,0,Sri Lanka,LHD Dilhara,15,6,5,15,0,2,2
393,SL,9,3,9,3,2,1*,0,0,0,0,0,2,174,12,5\3,0,1,0,0,Sri Lanka,HMRKB Herath,14.5,5.89,29.3,14.7,0,9,9
394,SL,5,3,0,2,49,38,0,0,0,3,1,0,0,0,0,0,0,0,0,Sri Lanka,CU Jayasinghe,0,0,0,0,0,5,5
395,SL,7,2,7,0,8,6,0,0,0,1,0,0,139,7,3\20,0,0,0,0,Sri Lanka,S Randiv,19.85,6.61,21,18,0,7,7
396,SL,3,0,3,0,0,0,0,0,0,0,0,0,78,4,2\26,0,0,0,0,Sri Lanka,RAS Lakmal,19.5,7.09,11,16.5,0,3,3
397,SL,3,2,3,0,1,1,0,0,1,0,0,0,72,3,3\26,0,0,0,0,Sri Lanka,MDK Perera,24,7.2,10,20,0,3,3
398,SL,2,2,2,2,0,0*,0,0,0,0,0,0,77,0,0,0,0,0,0,Sri Lanka,PDRL Perera,0,11,7,0,0,2,2
399,SL,1,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,Sri Lanka,KTGD Prasad,0,12.33,3,0,0,1,1
400,SL,5,5,0,0,77,25,0,0,1,8,2,0,0,0,0,0,0,0,0,Sri Lanka,ML Udawatte,0,0,0,0,0,5,5
401,SL,6,2,6,1,33,21,0,0,0,1,0,1,128,6,2\14,0,0,0,0,Sri Lanka,WPUJC Vaas,21.33,5.81,22,22,0,6,6
402,SL,3,2,3,1,1,1*,0,0,1,0,0,0,101,2,1\12,0,0,0,0,Sri Lanka,G Wijekoon,50.5,9.18,11,33,0,3,3
403,SL,2,1,2,1,2,2*,0,0,0,0,0,0,61,1,1\21,0,0,0,0,Sri Lanka,UWMBCA Welegedara,61,10.16,6,36,0,2,2
404,WI,46,29,0,8,339,55*,0,1,2,36,6,0,0,0,0,0,0,29,17,West Indies,D Ramdin,0,0,0,0,46,46,46
405,WI,49,45,40,11,906,66*,0,3,4,54,40,0,973,33,4\38,1,0,27,0,West Indies,DJ Bravo,29.48,8.38,116,21,27,49,49
406,WI,52,40,49,13,463,42*,0,0,2,37,24,0,916,40,5\26,1,1,24,0,West Indies,DJG Sammy,22.9,7.01,130.4,19.6,24,52,52
407,WI,37,32,26,7,569,63*,0,2,1,44,33,0,475,17,3\30,0,0,19,0,West Indies,KA Pollard,27.94,8.33,57,20.1,19,37,37
408,WI,19,19,0,2,231,53,0,1,5,18,7,0,0,0,0,0,0,14,1,West Indies,ADS Fletcher,0,0,0,0,15,19,19
409,WI,30,30,3,3,675,77,0,4,4,64,22,0,55,6,4\19,1,0,15,0,West Indies,LMP Simmons,9.16,9.16,6,6,15,30,30
410,WI,42,41,22,3,1239,117,1,11,2,108,72,0,360,15,2\15,0,0,11,0,West Indies,CH Gayle,24,7.17,50.1,20,11,42,42
411,WI,21,20,0,0,429,84,0,2,2,59,9,0,0,0,0,0,0,7,2,West Indies,J Charles,0,0,0,0,9,21,21
412,WI,35,33,25,5,834,85*,0,7,0,62,43,0,539,19,3\23,0,0,8,0,West Indies,MN Samuels,28.36,7.77,69.2,21.8,8,35,35
413,WI,17,7,17,4,37,13*,0,0,1,5,1,3,414,15,4\6,1,0,7,0,West Indies,SJ Benn,27.6,7.01,59,23.6,7,17,17
414,WI,22,22,0,5,343,41,0,0,0,34,5,0,0,0,0,0,0,7,0,West Indies,S Chanderpaul,0,0,0,0,7,22,22
415,WI,18,16,1,3,298,59,0,2,1,19,6,0,10,2,2\10,0,0,7,0,West Indies,RR Sarwan,5,5,2,6,7,18,18
416,WI,27,20,23,7,147,24*,0,0,6,11,5,0,394,9,2\10,0,0,6,0,West Indies,AD Russell,43.77,9.34,42.1,28.1,6,27,27
417,WI,20,4,20,2,10,7*,0,0,1,1,0,0,497,16,3\23,0,0,5,0,West Indies,FH Edwards,31.06,8.28,60,22.5,5,20,20
418,WI,27,27,11,0,523,72,0,3,1,52,31,0,212,7,3\24,0,0,5,0,West Indies,DR Smith,30.28,8.95,23.4,20.2,5,27,27
419,WI,17,9,17,5,47,16*,0,0,1,3,2,2,473,23,3\6,0,0,5,0,West Indies,JE Taylor,20.56,7.88,60,15.6,5,17,17
420,WI,20,5,20,3,24,14*,0,0,0,1,0,1,431,30,4\15,1,0,4,0,West Indies,S Badree,14.36,5.45,79,15.8,4,20,20
421,WI,5,5,0,1,64,28,0,0,0,4,4,0,0,0,0,0,0,4,0,West Indies,DP Hyatt,0,0,0,0,4,5,5
422,WI,6,6,0,0,96,36,0,0,1,8,4,0,0,0,0,0,0,3,0,West Indies,XM Marshall,0,0,0,0,3,6,6
423,WI,6,6,4,2,78,34*,0,0,1,4,4,0,51,1,1\24,0,0,2,0,West Indies,CD Barnwell,51,8.5,6,36,2,6,6
424,WI,8,7,4,2,55,36*,0,0,3,5,0,0,87,0,0,0,0,2,0,West Indies,N Deonarine,0,9.66,9,0,2,8,8
425,WI,1,0,1,0,0,0,0,0,0,0,0,0,20,1,1\20,0,0,2,0,West Indies,A Martin,20,6.66,3,18,2,1,1
426,WI,9,5,9,4,43,15*,0,0,0,2,0,0,224,11,2\20,0,0,2,0,West Indies,NO Miller,20.36,7.07,31.4,17.2,2,9,9
427,WI,7,7,0,1,96,40,0,0,1,8,2,0,0,0,0,0,0,2,0,West Indies,RS Morton,0,0,0,0,2,7,7
428,WI,5,1,5,1,1,1*,0,0,0,0,0,0,131,2,1\6,0,0,2,0,West Indies,DBL Powell,65.5,7.7,17,51,2,5,5
429,WI,22,6,22,5,12,8,0,0,0,0,0,1,685,26,3\16,0,0,2,0,West Indies,R Rampaul,26.34,8.68,78.5,18.1,2,22,22
430,WI,2,2,0,0,23,15,0,0,0,3,0,0,0,0,0,0,0,1,0,West Indies,AB Barath,0,0,0,0,1,2,2
431,WI,1,1,1,1,0,0*,0,0,0,0,0,0,22,0,0,0,0,1,0,West Indies,IDR Bradshaw,0,5.5,4,0,1,1,1
432,WI,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,West Indies,DK Butler,0,7.33,3,0,1,1,1
433,WI,2,2,0,0,32,19,0,0,0,4,0,0,0,0,0,0,0,1,0,West Indies,SE Findlay,0,0,0,0,1,2,2
434,WI,2,0,2,0,0,0,0,0,0,0,0,0,56,3,3\44,0,0,1,0,West Indies,ST Gabriel,18.66,8,7,14,1,2,2
435,WI,5,5,0,1,30,14,0,0,1,3,0,0,0,0,0,0,0,1,0,West Indies,WW Hinds,0,0,0,0,1,5,5
436,WI,1,1,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,West Indies,RN Lewis,0,9,1,0,1,1,1
437,WI,3,2,3,2,4,3*,0,0,0,0,0,0,65,4,3\9,0,0,1,0,West Indies,GE Mathurin,16.25,6.5,10,15,1,3,3
438,WI,2,1,2,1,6,6*,0,0,0,1,0,0,56,0,0,0,0,1,0,West Indies,AR Nurse,0,7,8,0,1,2,2
439,WI,1,1,0,0,9,9,0,0,0,1,0,0,0,0,0,0,0,1,0,West Indies,WKD Perkins,0,0,0,0,1,1,1
440,WI,1,1,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,1,0,West Indies,KOA Powell,0,0,0,0,1,1,1
441,WI,1,1,0,0,22,22,0,0,0,2,1,0,0,0,0,0,0,1,0,West Indies,FL Reifer,0,0,0,0,1,1,1
442,WI,11,1,11,1,3,3*,0,0,0,0,0,1,284,10,2\25,0,0,1,0,West Indies,KAJ Roach,28.4,7.28,39,23.4,1,11,11
443,WI,10,1,10,1,0,0*,0,0,0,0,0,0,233,17,4\21,1,0,1,0,West Indies,K Santokie,13.7,6.32,36.5,13,1,10,10
444,WI,6,6,0,0,203,61,0,2,0,22,5,0,0,0,0,0,0,1,0,West Indies,DS Smith,0,0,0,0,1,6,6
445,WI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Indies,DC Thomas,0,0,0,0,1,3,3
446,WI,1,0,1,0,0,0,0,0,0,0,0,0,25,1,1\25,0,0,1,0,West Indies,GC Tonge,25,6.25,4,24,1,1,1
447,WI,2,2,0,0,9,9,0,0,1,0,1,0,0,0,0,0,0,1,0,West Indies,CAK Walton,0,0,0,0,1,2,2
448,WI,3,0,3,0,0,0,0,0,0,0,0,0,58,2,1\12,0,0,0,0,West Indies,LS Baker,29,7.25,8,24,0,3,3
449,WI,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,West Indies,MC Bascombe,0,0,0,0,0,1,1
450,WI,3,3,0,0,10,7,0,0,0,1,0,0,0,0,0,0,0,0,0,West Indies,CS Baugh,0,0,0,0,0,3,3
451,WI,1,1,1,1,1,1*,0,0,0,0,0,0,17,0,0,0,0,0,0,West Indies,DE Bernard,0,4.25,4,0,0,1,1
452,WI,6,1,6,1,17,17*,0,0,0,0,2,0,154,6,3\18,0,0,0,0,West Indies,TL Best,25.66,7.7,20,20,0,6,6
453,WI,4,1,4,0,0,0,0,0,1,0,0,0,98,6,4\17,1,0,0,0,West Indies,D Bishoo,16.33,6.25,15.4,15.6,0,4,4
454,WI,2,2,1,0,27,24,0,0,0,2,0,0,18,0,0,0,0,0,0,West Indies,NE Bonner,0,9,2,0,0,2,2
455,WI,1,1,1,0,1,1,0,0,0,0,0,0,25,1,1\25,0,0,0,0,West Indies,CR Brathwaite,25,8.33,3,18,0,1,1
456,WI,10,9,0,0,191,42,0,0,2,19,6,0,0,0,0,0,0,0,0,West Indies,DM Bravo,0,0,0,0,0,10,10
457,WI,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Indies,DO Christian,0,0,0,0,0,2,2
458,WI,1,0,1,0,0,0,0,0,0,0,0,0,37,2,2\37,0,0,0,0,West Indies,SS Cottrell,18.5,9.25,4,12,0,1,1
459,WI,2,2,0,1,68,37*,0,0,0,8,0,0,0,0,0,0,0,0,0,West Indies,TM Dowlin,0,0,0,0,0,2,2
460,WI,1,1,0,0,26,26,0,0,0,3,1,0,0,0,0,0,0,0,0,West Indies,D Ganga,0,0,0,0,0,1,1
461,WI,1,0,1,0,0,0,0,0,0,0,0,0,34,2,2\34,0,0,0,0,West Indies,JO Holder,17,11.33,3,9,0,1,1
462,WI,29,11,29,6,63,28,0,0,2,5,2,1,628,36,4\12,1,0,0,0,West Indies,SP Narine,17.44,5.72,109.4,18.2,0,29,29
463,WI,1,1,0,0,10,10,0,0,0,1,1,0,0,0,0,0,0,0,0,West Indies,BA Parchment,0,0,0,0,0,1,1
464,WI,1,1,0,0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,West Indies,ACL Richards,0,0,0,0,0,1,1
465,WI,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Indies,DM Richards,0,0,0,0,0,1,1
466,PAK,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,Pakistan,Abdur Rauf,0,7,3,0,0,0,0
467,PAK,2,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,Pakistan,Asad Ali,0,8.25,4,0,0,0,0
468,PAK,2,0,2,0,0,0,0,0,0,0,0,0,67,1,1\34,0,0,0,0,Pakistan,Iftikhar Anjum,67,8.37,8,48,0,0,0
469,PAK,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3\3,0,0,0,0,Pakistan,Mansoor Amjad,1,3,1,2,0,0,0
470,PAK,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Pakistan,Shabbir Ahmed,0,9.5,2,0,0,0,0
471,PAK,3,0,3,0,0,0,0,0,0,0,0,0,51,2,2\13,0,0,0,0,Pakistan,Sohail Khan,25.5,7.28,7,21,0,0,0
472,PAK,1,0,1,0,0,0,0,0,0,0,0,0,13,1,1\13,0,0,0,0,Pakistan,Tanvir Ahmed,13,4.33,3,18,0,0,0
473,PAK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Shakeel Ansar,0,0,0,0,0,0,0
474,SL,1,0,1,0,0,0,0,0,0,0,0,0,19,1,1\19,0,0,0,0,Sri Lanka,RLB Rambukwella,19,4.75,4,24,0,0,0
